,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,off_id,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
59,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702893,90 +1,substitution,"Substitution, Brighton and Hove Albion. Levi Colwill replaces Solly March.","[51229, 8171]",74919,5425,Levi Colwill,Solly March,51229,8171,p460028,p109345,559,107,131,5,BHA,False
60,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702897,90,substitution,"Substitution, Manchester United. Tyrell Malacia replaces Luke Shaw.","[23581, 4608]",74919,5391,Tyrell Malacia,Luke Shaw,23581,4608,p222690,p106760,504,332,12,14,MUN,False
61,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702895,90,substitution,"Substitution, Manchester United. Anthony Elanga replaces Jadon Sancho.","[49259, 14801]",74919,5377,Anthony Elanga,Jadon Sancho,49259,14801,p449434,p209243,344,340,12,14,MUN,False
62,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702899,90,substitution,"Substitution, Manchester United. Alejandro Garnacho replaces Bruno Fernandes.","[68987, 23396]",74919,5374,Alejandro Garnacho,Bruno Fernandes,68987,23396,p493105,p141746,569,333,12,14,MUN,False
63,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702867,78,substitution,"Substitution, Manchester United. Donny van de Beek replaces Scott McTominay.","[11031, 14824]",74919,4641,Donny van de Beek,Scott McTominay,11031,14824,p180184,p195851,336,338,12,14,MUN,False
64,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702861,76,substitution,"Substitution, Brighton and Hove Albion. Enock Mwepu replaces Adam Lallana.","[25467, 4618]",74919,4504,Enock Mwepu,Adam Lallana,25467,4618,p423649,p39155,118,101,131,5,BHA,False
65,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702860,75,substitution,"Substitution, Brighton and Hove Albion. Tariq Lamptey replaces Leandro Trossard.","[23704, 20486]",74919,4477,Tariq Lamptey,Leandro Trossard,23704,20486,p232792,p116216,114,111,131,5,BHA,False
66,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702817,53,substitution,"Substitution, Manchester United. Cristiano Ronaldo replaces Fred.","[2522, 5906]",74919,3154,Cristiano Ronaldo,Fred,2522,5906,p14937,p101582,326,331,12,14,MUN,False
67,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702978,90 +2,substitution,"Substitution, West Ham United. Flynn Downes replaces Jarrod Bowen.","[14383, 8868]",74920,5506,Flynn Downes,Jarrod Bowen,14383,8868,p220585,p178186,509,465,25,19,WHU,False
68,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702977,90 +2,substitution,"Substitution, West Ham United. Conor Coventry replaces Pablo Fornals.","[15211, 25246]",74920,5505,Conor Coventry,Pablo Fornals,15211,25246,p222017,p217593,556,469,25,19,WHU,False
69,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702974,89,substitution,"Substitution, Manchester City. Kalvin Phillips replaces Rodri.","[10768, 16286]",74920,5283,Kalvin Phillips,Rodri,10768,16286,p155405,p220566,325,315,11,13,MCI,False
70,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702973,88,substitution,"Substitution, Manchester City. Riyad Mahrez replaces Phil Foden.","[8983, 14805]",74920,5269,Riyad Mahrez,Phil Foden,8983,14805,p103025,p209244,303,314,11,13,MCI,False
71,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702972,88,substitution,"Substitution, Manchester City. Cole Palmer replaces Kevin De Bruyne.","[49293, 4288]",74920,5268,Cole Palmer,Kevin De Bruyne,49293,4288,p244851,p61366,316,301,11,13,MCI,False
72,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702964,78,substitution,"Substitution, Manchester City. Julián Álvarez replaces Erling Haaland.","[52723, 65970]",74920,4669,Julián Álvarez,Erling Haaland,52723,65970,p461358,p223094,319,318,11,13,MCI,False
73,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702961,78,substitution,"Substitution, Manchester City. Bernardo Silva replaces Ilkay Gündogan.","[5067, 5101]",74920,4667,Bernardo Silva,Ilkay Gündogan,5067,5101,p165809,p59859,311,300,11,13,MCI,False
74,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702944,57,substitution,"Substitution, West Ham United. Saïd Benrahma replaces Manuel Lanzini.","[20517, 13872]",74920,3373,Saïd Benrahma,Manuel Lanzini,20517,13872,p172841,p86934,464,460,25,19,WHU,False
75,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702945,57,substitution,"Substitution, West Ham United. Gianluca Scamacca replaces Michail Antonio.","[11434, 9595]",74920,3367,Gianluca Scamacca,Michail Antonio,11434,9595,p195899,p57531,529,458,25,19,WHU,False
76,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702923,29,substitution,"Substitution, West Ham United. Alphonse Areola replaces Lukasz Fabianski because of an injury.","[5748, 3309]",74920,1690,Alphonse Areola,Lukasz Fabianski,5748,3309,p84182,p37096,473,455,25,19,WHU,False
77,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707197,90 +5,substitution,"Substitution, Aston Villa. Calum Chambers replaces Diego Carlos because of an injury.","[4620, 12994]",74922,5693,Calum Chambers,Diego Carlos,4620,12994,p101184,p165659,32,50,2,2,AVL,False
78,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707199,90 +4,substitution,"Substitution, Aston Villa. Ashley Young replaces Jacob Ramsey.","[3062, 19888]",74922,5627,Ashley Young,Jacob Ramsey,3062,19888,p18892,p232653,538,47,2,2,AVL,False
79,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707198,90 +4,substitution,"Substitution, Aston Villa. Ezri Konsa replaces Matty Cash because of an injury.","[13274, 13344]",74922,5598,Ezri Konsa,Matty Cash,13274,13344,p199798,p199796,44,43,2,2,AVL,False
80,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707184,81,substitution,"Substitution, Everton. Amadou Onana replaces Demarai Gray.","[108096, 7946]",74922,4822,Amadou Onana,Demarai Gray,108096,7946,p449871,p172632,577,189,7,8,EVE,False
81,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707185,81,substitution,"Substitution, Everton. Dele Alli replaces Conor Coady.","[9167, 4136]",74922,4820,Dele Alli,Conor Coady,9167,4136,p108823,p94147,181,475,7,8,EVE,False
82,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707178,78,substitution,"Substitution, Aston Villa. Leon Bailey replaces Danny Ings.","[20489, 8245]",74922,4634,Leon Bailey,Danny Ings,20489,8245,p215711,p84939,45,30,2,2,AVL,False
83,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707160,64,substitution,"Substitution, Everton. Salomón Rondón replaces Dwight McNeil.","[6030, 24797]",74922,3790,Salomón Rondón,Dwight McNeil,6030,24797,p57134,p433154,177,534,7,8,EVE,False
84,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707158,60,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Philippe Coutinho because of an injury.","[26408, 4525]",74922,3555,Emiliano Buendía,Philippe Coutinho,26408,4525,p195546,p84583,42,29,2,2,AVL,False
85,2,"Sat 13 Aug 2022, 12:30 BST",Aston Villa,Everton,2,1,1707132,34,substitution,"Substitution, Everton. Tom Davies replaces Abdoulaye Doucouré because of an injury.","[13389, 13823]",74922,2037,Tom Davies,Abdoulaye Doucouré,13389,13823,p173807,p121599,190,185,7,8,EVE,False
86,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707582,84,substitution,"Substitution, Arsenal. Emile Smith Rowe replaces Bukayo Saka.","[14445, 49481]",74921,5035,Emile Smith Rowe,Bukayo Saka,14445,49481,p209289,p223340,12,13,1,1,ARS,False
87,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707583,84,substitution,"Substitution, Arsenal. Eddie Nketiah replaces Gabriel Jesus.","[14451, 19680]",74921,5028,Eddie Nketiah,Gabriel Jesus,14451,19680,p205533,p205651,11,28,1,1,ARS,False
88,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707543,77,substitution,"Substitution, Arsenal. Kieran Tierney replaces Oleksandr Zinchenko.","[12185, 19620]",74921,4604,Kieran Tierney,Oleksandr Zinchenko,12185,19620,p192895,p206325,8,313,1,1,ARS,False
89,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707531,75,substitution,"Substitution, Arsenal. Takehiro Tomiyasu replaces Ben White.","[115169, 14548]",74921,4448,Takehiro Tomiyasu,Ben White,115169,14548,p223723,p198869,14,10,1,1,ARS,False
90,2,"Sat 13 Aug 2022, 15:00 BST",Arsenal,Leicester City,4,2,1707518,70,substitution,"Substitution, Leicester City. Kelechi Iheanacho replaces Jamie Vardy.","[13554, 8979]",74921,4159,Kelechi Iheanacho,Jamie Vardy,13554,8979,p173515,p101668,262,255,26,10,LEI,False
